iso_code,iso_country,wb_gdp_2018,XI_vol_kg,XI_vol_kg_recon,XI_val_usd,XI_val_usd_recon,XI_ene_tj_recon,XI_co2_t_recon,XI_s24_usd_23_recon_del,XI_s24_usd_30_recon_del,XI_s24_usd_40_recon_del,XI_s24_usd_50_recon_del,XI_s24_del_23_pct_gdp,XI_s24_del_30_pct_gdp,XI_s24_del_40_pct_gdp,XI_s24_del_50_pct_gdp
268,Georgia,17596922469.9152,1148077148.274,1148077148.274,788638344.553,788638344.553,192.427323499716,3370.6072014697743,0.0,855483.5267729098,3213330.3780255,4017908.1555679617,0.0,0.00486,0.01826,0.02283
270,Gambia,1670671340.37966,74811239.2195,74811239.2195,22257673.4485,22257673.4485,34.75292292109153,89.15251064931657,0.0,168779.84930477774,771044.8167447401,991496.5781813029,0.0,0.0101,0.04615,0.05935
276,Germany,3974443355019.53,215001219714.05,215001219714.05,484452971244.5595,484452971244.5595,54101.110506340876,1758953.604298419,0.0,297644923.4729129,1085913499.170857,1290388254.9668245,0.0,0.00749,0.02732,0.03247
288,Ghana,67298913752.0241,4424546752.6525,4424546752.6525,2019881927.286,2019881927.2859998,2214.44377813046,123102.09128717348,0.0,12756282.140443109,45571154.27041244,53701793.81146224,0.0,0.01895,0.06771,0.0798
292,Gibraltar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
296,Kiribati,196501504.185186,347991.70300000004,347991.703,1042941.077,1042941.077,0.09949082739926766,0.14083465289172473,0.0,621.1777812429476,2599.425128424826,3171.7750441265043,0.0,0.00032,0.00132,0.00161
300,Greece,212049447242.107,27544893358.762,27544893358.762,16550038871.137499,16550038871.137499,6330.983554111623,192182.24431276348,0.0,36575889.14498699,141460757.6902208,171921917.98465085,0.0,0.01725,0.06671,0.08108
304,Greenland,3055791340.7025,83412728.068,83412728.068,335240615.3305,335240615.3305,116.5116025418605,6421.713712138489,0.0,600483.9507405545,1574341.936563944,1785599.8734887857,0.0,0.01965,0.05152,0.05843
308,Grenada,1166514814.81481,82202144.9915,82202144.9915,84396347.45300001,84396347.45300001,11.092476679438196,93.44002423851062,0.0,52224.98378948805,182531.40441542445,227109.61949335894,0.0,0.00448,0.01565,0.01947
316,Guam,6056000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Guatemala,73328369925.8478,6467810022.0095005,6467810022.0095005,4634760718.8615,4634760718.8615,2506.004555529688,78462.82606202688,0.0,13376959.052942522,56062700.531655274,68049538.5904555,0.0,0.01824,0.07645,0.0928
324,Guinea,11857030366.4598,3937846915.47,3937846915.47,338816774.04649997,338816774.04649997,843.7549802942837,50233.973368933366,0.0,4569422.352590148,18983754.966926277,23034971.58068336,0.0,0.03854,0.16011,0.19427
328,Guyana,4787637005.53638,60642335256.265,60642335256.265,83080148873.802,83080148873.802,7415.337257743247,13472.108617327698,0.0,50138547.604569696,183702835.23184997,225041162.38765836,0.0,1.04725,3.83703,4.70046
332,Haiti,16403864521.4121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Honduras,24067750465.9361,2975210368.3374996,2975210368.3374996,2246942913.7015,2246942913.7015,922.7392125094399,17890.434743155012,0.0,4750057.951909589,20110204.101571977,24699210.655185718,0.0,0.01974,0.08356,0.10262
344,"China, Hong Kong SAR",361731070995.726,27701953741.6135,27701953741.6135,41743683483.9305,41743683483.9305,5835.116120689879,49674.00153449216,0.0,33647486.19644804,127510394.39516771,153242864.27620125,0.0,0.0093,0.03525,0.04236
348,Hungary,160565642983.587,8436482146.9135,8436482146.9135,16940143116.844,16940143116.844,2149.0735745019683,90068.68778087977,0.0,12796633.252716605,48558528.7839816,57866035.534443274,0.0,0.00797,0.03024,0.03604
352,Iceland,26260850582.0687,1431042011.9945,1431042011.9945,1573946895.4485,1573946895.4485,576.277197485857,9867.852018139925,0.0,4264666.02426093,14099434.069078647,17194970.831520926,0.0,0.01624,0.05369,0.06548
356,India,2702929639861.5,166288363062.592,166288363062.592,104931411052.7205,104931411052.7205,70655.68140246508,1371533.3608428207,0.0,402282285.8658344,1514718367.094802,1823900366.9742358,0.0,0.01488,0.05604,0.06748
360,Indonesia,1042271532953.36,141411104560.7575,141411104560.7575,63612986250.323,63612986250.323,46642.93123113143,2123316.8577946043,0.0,279899939.87740886,1061801347.1001415,1274641071.4251208,0.0,0.02685,0.10187,0.12229
364,Iran (Islamic Republic of),327900695065.853,36417380594.7805,36417380594.7805,16320727510.0055,16320727510.0055,11754.093113670833,792838.4349746183,0.0,73157058.07802585,276191927.2368167,328853931.4561859,0.0,0.02231,0.08423,0.10029
368,Iraq,227367469034.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Ireland,385736680797.111,15313714384.511501,15313714384.511501,22115464874.564,22115464874.564,4780.0159587135795,205649.26379499296,0.0,18030279.035278346,63946417.67202582,78103736.32252696,0.0,0.00467,0.01658,0.02025
376,Israel,376691526553.276,16852379979.4545,16852379979.4545,19768908999.922,19768908999.922,6025.87324129891,137519.8256409664,0.0,34000129.071037926,126288472.00227135,152267213.4331947,0.0,0.00903,0.03353,0.04042
380,Italy,2091932426266.94,109195624158.1625,109195624158.1625,142176608024.548,142176608024.548,38487.3557647056,854818.5743716419,0.0,226608985.4049483,842582131.3022076,1018620770.5685886,0.0,0.01083,0.04028,0.04869
384,Côte d'Ivoire,58522477744.7313,5809507935.0865,5809507935.0865,2768076036.1565003,2768076036.1565003,2315.5178044905174,31516.797881581828,0.0,13508715.097770832,51847855.555550344,62909532.20241644,0.0,0.02308,0.08859,0.1075
388,Jamaica,15730791525.65,2962836069.943,2962836069.943,1961131475.8365,1961131475.8365,939.4038703083993,17789.90837901396,0.0,4878182.467552336,19238483.999757282,22798207.07392963,0.0,0.03101,0.1223,0.14493
392,Japan,5040880939324.86,197849325792.62,197849325792.62,240900637240.3025,240900637240.3025,104473.84559415784,2218271.13038695,0.0,565081279.6635273,2265956531.579755,2707558253.335991,0.0,0.01121,0.04495,0.05371
398,Kazakhstan,179339977517.062,33280268338.804996,33280268338.804996,18093886941.5175,18093886941.5175,6900.0253937449215,414739.81005489884,0.0,32674852.27139714,131033814.03244825,159629345.21907592,0.0,0.01822,0.07306,0.08901
400,Jordan,43370860704.2254,3577319939.7770004,3577319939.7770004,1645216142.4220002,1645216142.4220002,890.7131009846671,30613.84119497931,0.0,5112742.294042352,19400460.4195974,23143214.680911604,0.0,0.01179,0.04473,0.05336
404,Kenya,92202979940.671,4307300114.315,4307300114.315,2552350445.5705,2552350445.5705,1573.539860811449,11373.429842285825,0.0,9206514.42419567,37456389.768961444,44629016.329163484,0.0,0.00999,0.04062,0.0484
408,"Korea, Dem. People's Rep. of",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
410,"Korea, Republic of",1724845615629.26,162392888033.435,162392888033.435,156383845978.39,156383845978.39,79802.96873101481,1825804.4253773962,0.0,443615866.7135002,1803878088.4080377,2171396714.925798,0.0,0.02572,0.10458,0.12589
414,Kuwait,138202309918.726,32125507073.0825,32125507073.0825,15166747287.900501,15166747287.900501,8220.096901427736,550071.8110740492,0.0,42727427.3332727,184254245.5466804,223859943.97787482,0.0,0.03092,0.13332,0.16198
417,Kyrgyzstan,8271106196.04253,873385326.241,873385326.241,437670852.041,437670852.041,324.95048272978414,1883.4262744124037,0.0,1998112.2354862269,7033125.867945216,8488482.436093464,0.0,0.02416,0.08503,0.10263
418,Lao People's Dem. Rep.,18141651381.3884,2084873155.41,2084873155.41,1460683124.115,1460683124.115,358.1072601387173,7273.8563481848905,0.0,2372223.9690924617,8463928.534156784,10188201.102937441,0.0,0.01308,0.04665,0.05616
422,Lebanon,54901519155.6219,3918993604.5134997,3918993604.5134997,2857524131.409,2857524131.409,1268.41870606574,6149.256948263502,0.0,5418327.0499170525,25954769.825193733,31825626.10823545,0.0,0.00987,0.04728,0.05797
426,Lesotho,2556247155.56945,229304102.358,229304102.358,269943210.58250004,269943210.58250004,23.04040558409061,242.0255957404738,0.0,112547.14965464725,412270.5051222157,489144.1612638365,0.0,0.0044,0.01613,0.01914
428,Latvia,34429023435.0205,5453893475.195001,5453893475.195001,2626626628.8775,2626626628.8775,1506.0312741414373,99529.98225286574,0.0,8169860.2431221,32106739.669257995,38646314.28718386,0.0,0.02373,0.09325,0.11225
430,Liberia,3422754800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Libya,76686048499.3527,15618169362.306,15618169362.306,8098308461.705999,8098308461.705999,3325.674614377193,209576.97154825868,0.0,7633914.126708191,49763242.89048642,61293717.89397008,0.0,0.00995,0.06489,0.07993
440,Lithuania,53751411409.4437,13125970755.1355,13125970755.1355,7868036574.429999,7868036574.429999,2567.3222889062913,131477.91365845464,0.0,13287533.164477145,52319989.59652604,63436540.661591955,0.0,0.02472,0.09734,0.11802
442,Luxembourg,71000359760.4599,7220885317.411,7220885317.411,6962588027.005,6962588027.005,711.6079349381514,25981.585330764705,0.0,3750555.0718367696,13932145.25365694,17540249.907120895,0.0,0.00528,0.01962,0.0247
446,"China, Macao SAR",55284309690.2698,1340552367.0049999,1340552367.0049999,1273386260.318,1273386260.318,96.99425223410921,252.69039150006697,0.0,670926.484002999,2605899.8774545183,3163885.9396002535,0.0,0.00121,0.00471,0.00572
450,Madagascar,13760033282.6071,1420239455.3005,1420239455.3005,527697332.6265,527697332.6265,469.1205701042185,2784.135098349633,0.0,2490106.9378453987,10620287.995711682,12983469.82357473,0.0,0.0181,0.07718,0.09436
454,Malawi,9880675785.93057,51631001.49,51631001.49,83226485.221,83226485.221,17.291721081457812,837.8496165425792,0.0,100827.8396063261,395641.53830716177,475536.7907934291,0.0,0.00102,0.004,0.00481
458,Malaysia,358788833524.945,93146826972.7935,93146826972.7935,53854359801.789,53854359801.789,20243.395457832183,1396823.2517693778,0.0,115227076.76676531,428106019.11768794,512524185.7637541,0.0,0.03212,0.11932,0.14285
462,Maldives,5300949822.99805,2018581306.242,2018581306.242,520028292.8865,520028292.8865,427.38700728199893,1217.3210839880305,0.0,2472062.1393679553,9388115.392345028,11577153.862052256,0.0,0.04663,0.1771,0.2184
466,Mali,17070867577.6666,876837225.9455,876837225.9455,544344895.266,544344895.266,179.30529011973593,998.9489828222189,0.0,971965.2275578815,3704219.7863882044,4531654.985340848,0.0,0.00569,0.0217,0.02655
470,Malta,15298004130.4975,4010073377.455,4010073377.455,3055154309.6745,3055154309.6745,837.279978248392,25515.7893348027,0.0,4159579.8901174935,16679020.251330331,20120176.988888536,0.0,0.02719,0.10903,0.13152
478,Mauritania,7473550557.07378,746923142.48,746923142.48,547861200.166,547861200.166,188.8747108071489,3577.5721009706112,0.0,946307.5704594798,3947223.1577511756,4804247.644758125,0.0,0.01266,0.05282,0.06428
480,Mauritius,14735695930.9727,1903578369.2005,1903578369.2005,1584213006.8045,1584213006.8045,499.83333615165316,9336.868795103373,0.0,3199537.7726295767,11382944.140247194,13526277.116625434,0.0,0.02171,0.07725,0.09179
484,Mexico,1222405556421.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Mongolia,13178094719.8612,1177199237.3875,1177199237.3875,993698589.365,993698589.365,123.32218132807243,3230.381157241231,0.0,756848.4999516683,2622067.220372902,3108692.7636251375,0.0,0.00574,0.0199,0.02359
498,"Moldova, Republic of",11253727815.4762,921216095.4695001,921216095.4695001,740905617.048,740905617.048,122.98177225125144,7293.339710242122,0.0,651677.07533821,2470913.9068841436,3078929.722339547,0.0,0.00579,0.02196,0.02736
499,Montenegro,5506944403.30196,571385966.524,571385966.524,264971612.3515,264971612.3515,76.5781478770897,957.5918476294447,0.0,469420.23123783944,1667327.3069496443,2069193.3296859898,0.0,0.00852,0.03028,0.03757
500,Montserrat,,53832.526,53832.526,212122.105,212122.105,0.004932395359618949,0.0534639290195226,0.0,76.20834656507873,229.79167622073248,286.8154668860416,,,,
504,Morocco,127341141871.205,22041974721.899,22041974721.899,17768248859.336502,17768248859.336502,7690.636330225931,221807.01744439607,0.0,43256978.83208025,165731851.7943431,199456892.12642995,0.0,0.03397,0.13015,0.15663
508,Mozambique,14845400592.6712,9806690194.074501,9806690194.074501,1342781808.47,1342781808.47,3618.5832000717187,39592.83857064546,0.0,20395892.621638704,84749876.43466617,102487862.52672444,0.0,0.13739,0.57088,0.69037
512,Oman,91505851755.5267,29683369239.999004,29683369239.999004,12861305682.6885,12861305682.6885,11720.826930885802,832993.4152951278,0.0,64430526.922011934,256266431.89849773,308472331.3049745,0.0,0.07041,0.28005,0.33711
516,Namibia,13682019171.6627,831771067.7425001,831771067.7425001,1247279572.9375,1247279572.9375,303.08346465763555,4393.165463791347,0.0,1514263.356754244,6613590.043536521,8050233.172088935,0.0,0.01107,0.04834,0.05884
520,Nauru,130995580.092154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Nepal,33111525182.7133,3078590147.7235,3078590147.7235,2280820382.5735,2280820382.5735,327.4601002845666,1111.8876316757464,0.0,2060817.4923714134,7365831.362018394,8804677.404808065,0.0,0.00622,0.02225,0.02659
528,Netherlands (Kingdom of the),914043438179.591,174780828765.75702,174780828765.75702,167539304960.596,167539304960.596,37477.858734827474,1219873.4244573016,0.0,147918640.9836077,668543110.5648845,813766779.3596294,0.0,0.01618,0.07314,0.08903
531,Curaçao,3020388826.81564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
